libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Activités de services administratifs et de soutien,166708.00,300.00,86,#FF7043,"0,2 M€",300 aides
Autres sections NAF,353056.00,575.00,86,#AAAAAA,"0,4 M€",575 aides
Construction,2502133.00,2822.00,26,#42A5F5,"2,5 M€",2 822 aides
Commerce,2118481.00,2722.00,26,#29B6F6,"2,1 M€",2 722 aides
Industrie manufacturière,935354.00,1267.00,26,#AB47BC,"0,9 M€",1 267 aides
Hébergement et restauration,860708.00,1095.00,26,#26A69A,"0,9 M€",1 095 aides
Autres activités de services,848230.00,1346.00,26,#5E35B1,"0,8 M€",1 346 aides
Non connu,549389.00,516.00,26,#AAAAAA,"0,5 M€",516 aides
Activités immobilières,365671.00,407.00,26,#FFCA28,"0,4 M€",407 aides
Activités de services administratifs et de soutien,327669.00,529.00,26,#FF7043,"0,3 M€",529 aides
"Activités spécialisées, scientifiques et techniques",245583.00,381.00,26,#FFA726,"0,2 M€",381 aides
Transports et entreposage,207003.00,215.00,26,#26C6DA,"0,2 M€",215 aides
Autres sections NAF,583541.00,967.00,26,#AAAAAA,"0,6 M€",967 aides
Construction,1204592.00,1177.00,53,#42A5F5,"1,2 M€",1 177 aides
Commerce,1030443.00,1138.00,53,#29B6F6,"1,0 M€",1 138 aides
Autres activités de services,492301.00,590.00,53,#5E35B1,"0,5 M€",590 aides
Industrie manufacturière,489573.00,531.00,53,#AB47BC,"0,5 M€",531 aides
Hébergement et restauration,467581.00,530.00,53,#26A69A,"0,5 M€",530 aides
Non connu,403445.00,361.00,53,#AAAAAA,"0,4 M€",361 aides
Transports et entreposage,157520.00,148.00,53,#26C6DA,"0,2 M€",148 aides
Activités immobilières,143807.00,142.00,53,#FFCA28,"0,1 M€",142 aides
"Activités spécialisées, scientifiques et techniques",106401.00,136.00,53,#FFA726,"0,1 M€",136 aides
Activités de services administratifs et de soutien,104278.00,148.00,53,#FF7043,"0,1 M€",148 aides
Autres sections NAF,347191.00,452.00,53,#AAAAAA,"0,3 M€",452 aides
Construction,3474219.00,3581.00,64,#42A5F5,"3,5 M€",3 581 aides
Commerce,2662447.00,3164.00,64,#29B6F6,"2,7 M€",3 164 aides
Hébergement et restauration,1338094.00,1509.00,64,#26A69A,"1,3 M€",1 509 aides
Autres activités de services,1255404.00,1802.00,64,#5E35B1,"1,3 M€",1 802 aides
Non connu,1194773.00,1115.00,64,#AAAAAA,"1,2 M€",1 115 aides
Industrie manufacturière,1120973.00,1382.00,64,#AB47BC,"1,1 M€",1 382 aides
Activités immobilières,691798.00,734.00,64,#FFCA28,"0,7 M€",734 aides
Transports et entreposage,464405.00,467.00,64,#26C6DA,"0,5 M€",467 aides
Activités de services administratifs et de soutien,431578.00,638.00,64,#FF7043,"0,4 M€",638 aides
"Activités spécialisées, scientifiques et techniques",367165.00,596.00,64,#FFA726,"0,4 M€",596 aides
Autres sections NAF,840263.00,1314.00,64,#AAAAAA,"0,8 M€",1 314 aides
Construction,443350.00,463.00,48,#42A5F5,"0,4 M€",463 aides
Commerce,367308.00,406.00,48,#29B6F6,"0,4 M€",406 aides
Hébergement et restauration,267788.00,345.00,48,#26A69A,"0,3 M€",345 aides
Industrie manufacturière,158299.00,199.00,48,#AB47BC,"0,2 M€",199 aides
Non connu,123558.00,119.00,48,#AAAAAA,"0,1 M€",119 aides
Autres activités de services,121388.00,161.00,48,#5E35B1,"0,1 M€",161 aides
Transports et entreposage,56692.00,55.00,48,#26C6DA,"0,1 M€",55 aides
Activités immobilières,49240.00,50.00,48,#FFCA28,"0,0 M€",50 aides
Activités de services administratifs et de soutien,25815.00,39.00,48,#FF7043,"0,0 M€",39 aides
"Activités spécialisées, scientifiques et techniques",24797.00,34.00,48,#FFA726,"0,0 M€",34 aides
Autres sections NAF,80212.00,121.00,48,#AAAAAA,"0,1 M€",121 aides
Construction,1843519.00,2051.00,07,#42A5F5,"1,8 M€",2 051 aides
Commerce,1470289.00,1851.00,07,#29B6F6,"1,5 M€",1 851 aides
Hébergement et restauration,859412.00,1116.00,07,#26A69A,"0,9 M€",1 116 aides
Industrie manufacturière,655117.00,885.00,07,#AB47BC,"0,7 M€",885 aides
Autres activités de services,566738.00,842.00,07,#5E35B1,"0,6 M€",842 aides
Non connu,301595.00,301.00,07,#AAAAAA,"0,3 M€",301 aides
Activités de services administratifs et de soutien,185410.00,294.00,07,#FF7043,"0,2 M€",294 aides
Activités immobilières,172299.00,184.00,07,#FFCA28,"0,2 M€",184 aides
Transports et entreposage,152543.00,154.00,07,#26C6DA,"0,2 M€",154 aides
"Activités spécialisées, scientifiques et techniques",122114.00,191.00,07,#FFA726,"0,1 M€",191 aides
Autres sections NAF,382017.00,591.00,07,#AAAAAA,"0,4 M€",591 aides
Construction,919706.00,1136.00,2A,#42A5F5,"0,9 M€",1 136 aides
Commerce,635338.00,775.00,2A,#29B6F6,"0,6 M€",775 aides
Hébergement et restauration,473415.00,538.00,2A,#26A69A,"0,5 M€",538 aides
Autres activités de services,200033.00,357.00,2A,#5E35B1,"0,2 M€",357 aides
Industrie manufacturière,193492.00,298.00,2A,#AB47BC,"0,2 M€",298 aides
Activités de services administratifs et de soutien,160031.00,261.00,2A,#FF7043,"0,2 M€",261 aides
Non connu,130192.00,125.00,2A,#AAAAAA,"0,1 M€",125 aides
Activités immobilières,109327.00,127.00,2A,#FFCA28,"0,1 M€",127 aides
"Activités spécialisées, scientifiques et techniques",77156.00,124.00,2A,#FFA726,"0,1 M€",124 aides
Transports et entreposage,68681.00,83.00,2A,#26C6DA,"0,1 M€",83 aides
Autres sections NAF,108122.00,175.00,2A,#AAAAAA,"0,1 M€",175 aides
Construction,3888436.00,3837.00,56,#42A5F5,"3,9 M€",3 837 aides
Commerce,3053724.00,3485.00,56,#29B6F6,"3,1 M€",3 485 aides
Hébergement et restauration,2076637.00,2273.00,56,#26A69A,"2,1 M€",2 273 aides
Industrie manufacturière,1550684.00,1848.00,56,#AB47BC,"1,6 M€",1 848 aides
Autres activités de services,1327139.00,1765.00,56,#5E35B1,"1,3 M€",1 765 aides
Non connu,946810.00,903.00,56,#AAAAAA,"0,9 M€",903 aides
Activités immobilières,651384.00,660.00,56,#FFCA28,"0,7 M€",660 aides
Transports et entreposage,453954.00,451.00,56,#26C6DA,"0,5 M€",451 aides
Activités de services administratifs et de soutien,435265.00,663.00,56,#FF7043,"0,4 M€",663 aides
"Activités spécialisées, scientifiques et techniques",362448.00,514.00,56,#FFA726,"0,4 M€",514 aides
Autres sections NAF,891699.00,1259.00,56,#AAAAAA,"0,9 M€",1 259 aides
Construction,1138553.00,1274.00,65,#42A5F5,"1,1 M€",1 274 aides
Commerce,890339.00,1105.00,65,#29B6F6,"0,9 M€",1 105 aides
Hébergement et restauration,576829.00,673.00,65,#26A69A,"0,6 M€",673 aides
Autres activités de services,376201.00,558.00,65,#5E35B1,"0,4 M€",558 aides
Non connu,311967.00,297.00,65,#AAAAAA,"0,3 M€",297 aides
Industrie manufacturière,296753.00,379.00,65,#AB47BC,"0,3 M€",379 aides
Activités immobilières,156090.00,190.00,65,#FFCA28,"0,2 M€",190 aides
Activités de services administratifs et de soutien,122406.00,187.00,65,#FF7043,"0,1 M€",187 aides
Transports et entreposage,107113.00,113.00,65,#26C6DA,"0,1 M€",113 aides
"Activités spécialisées, scientifiques et techniques",86308.00,135.00,65,#FFA726,"0,1 M€",135 aides
Autres sections NAF,211297.00,346.00,65,#AAAAAA,"0,2 M€",346 aides
Construction,2424883.00,2458.00,37,#42A5F5,"2,4 M€",2 458 aides
Commerce,1974161.00,2306.00,37,#29B6F6,"2,0 M€",2 306 aides
Autres activités de services,938144.00,1314.00,37,#5E35B1,"0,9 M€",1 314 aides
Industrie manufacturière,933414.00,1123.00,37,#AB47BC,"0,9 M€",1 123 aides
Hébergement et restauration,895131.00,1047.00,37,#26A69A,"0,9 M€",1 047 aides
Non connu,571019.00,533.00,37,#AAAAAA,"0,6 M€",533 aides
Activités immobilières,428566.00,471.00,37,#FFCA28,"0,4 M€",471 aides
Transports et entreposage,344480.00,366.00,37,#26C6DA,"0,3 M€",366 aides
Activités de services administratifs et de soutien,273447.00,404.00,37,#FF7043,"0,3 M€",404 aides
"Activités spécialisées, scientifiques et techniques",270879.00,418.00,37,#FFA726,"0,3 M€",418 aides
Autres sections NAF,595560.00,862.00,37,#AAAAAA,"0,6 M€",862 aides
Construction,945058.00,996.00,70,#42A5F5,"0,9 M€",996 aides
Commerce,715771.00,970.00,70,#29B6F6,"0,7 M€",970 aides
Autres activités de services,341736.00,477.00,70,#5E35B1,"0,3 M€",477 aides
Industrie manufacturière,330653.00,417.00,70,#AB47BC,"0,3 M€",417 aides
Hébergement et restauration,273971.00,351.00,70,#26A69A,"0,3 M€",351 aides
Non connu,180248.00,163.00,70,#AAAAAA,"0,2 M€",163 aides
Transports et entreposage,119264.00,111.00,70,#26C6DA,"0,1 M€",111 aides
Activités immobilières,89529.00,91.00,70,#FFCA28,"0,1 M€",91 aides
Activités de services administratifs et de soutien,85528.00,128.00,70,#FF7043,"0,1 M€",128 aides
"Activités spécialisées, scientifiques et techniques",75563.00,112.00,70,#FFA726,"0,1 M€",112 aides
Autres sections NAF,154929.00,256.00,70,#AAAAAA,"0,2 M€",256 aides
Construction,1702965.00,1727.00,25,#42A5F5,"1,7 M€",1 727 aides
Commerce,1616976.00,1929.00,25,#29B6F6,"1,6 M€",1 929 aides
Autres activités de services,797942.00,1062.00,25,#5E35B1,"0,8 M€",1 062 aides
Industrie manufacturière,678236.00,808.00,25,#AB47BC,"0,7 M€",808 aides
Non connu,667777.00,613.00,25,#AAAAAA,"0,7 M€",613 aides
Hébergement et restauration,660285.00,763.00,25,#26A69A,"0,7 M€",763 aides
Activités immobilières,286380.00,302.00,25,#FFCA28,"0,3 M€",302 aides
Activités de services administratifs et de soutien,206894.00,304.00,25,#FF7043,"0,2 M€",304 aides
Transports et entreposage,205033.00,201.00,25,#26C6DA,"0,2 M€",201 aides
"Activités spécialisées, scientifiques et techniques",192505.00,272.00,25,#FFA726,"0,2 M€",272 aides
Autres sections NAF,509931.00,759.00,25,#AAAAAA,"0,5 M€",759 aides
Construction,1682140.00,1849.00,47,#42A5F5,"1,7 M€",1 849 aides
Commerce,1289916.00,1625.00,47,#29B6F6,"1,3 M€",1 625 aides
Autres activités de services,600637.00,878.00,47,#5E35B1,"0,6 M€",878 aides
Industrie manufacturière,532190.00,662.00,47,#AB47BC,"0,5 M€",662 aides
Hébergement et restauration,431568.00,592.00,47,#26A69A,"0,4 M€",592 aides
Non connu,412881.00,391.00,47,#AAAAAA,"0,4 M€",391 aides
Activités immobilières,186387.00,197.00,47,#FFCA28,"0,2 M€",197 aides
Activités de services administratifs et de soutien,167500.00,324.00,47,#FF7043,"0,2 M€",324 aides
Transports et entreposage,162318.00,163.00,47,#26C6DA,"0,2 M€",163 aides
"Activités spécialisées, scientifiques et techniques",120959.00,186.00,47,#FFA726,"0,1 M€",186 aides
Autres sections NAF,280182.00,437.00,47,#AAAAAA,"0,3 M€",437 aides
Construction,5575055.00,5447.00,44,#42A5F5,"5,6 M€",5 447 aides
Commerce,4828821.00,5535.00,44,#29B6F6,"4,8 M€",5 535 aides
Hébergement et restauration,2225938.00,2374.00,44,#26A69A,"2,2 M€",2 374 aides
Non connu,2206023.00,2010.00,44,#AAAAAA,"2,2 M€",2 010 aides
Autres activités de services,2157434.00,2815.00,44,#5E35B1,"2,2 M€",2 815 aides
Industrie manufacturière,2006227.00,2347.00,44,#AB47BC,"2,0 M€",2 347 aides
Activités immobilières,1228289.00,1280.00,44,#FFCA28,"1,2 M€",1 280 aides
"Activités spécialisées, scientifiques et techniques",834252.00,1229.00,44,#FFA726,"0,8 M€",1 229 aides
Activités de services administratifs et de soutien,739087.00,1028.00,44,#FF7043,"0,7 M€",1 028 aides
Transports et entreposage,687999.00,759.00,44,#26C6DA,"0,7 M€",759 aides
Autres sections NAF,1769746.00,2516.00,44,#AAAAAA,"1,8 M€",2 516 aides
Construction,2270749.00,2248.00,71,#42A5F5,"2,3 M€",2 248 aides
Commerce,2040728.00,2426.00,71,#29B6F6,"2,0 M€",2 426 aides
Industrie manufacturière,955007.00,1096.00,71,#AB47BC,"1,0 M€",1 096 aides
Autres activités de services,949023.00,1205.00,71,#5E35B1,"0,9 M€",1 205 aides
Hébergement et restauration,934164.00,1073.00,71,#26A69A,"0,9 M€",1 073 aides
Non connu,639161.00,592.00,71,#AAAAAA,"0,6 M€",592 aides
Transports et entreposage,264585.00,247.00,71,#26C6DA,"0,3 M€",247 aides
Activités immobilières,251151.00,264.00,71,#FFCA28,"0,3 M€",264 aides
Activités de services administratifs et de soutien,221933.00,341.00,71,#FF7043,"0,2 M€",341 aides
"Activités spécialisées, scientifiques et techniques",187168.00,269.00,71,#FFA726,"0,2 M€",269 aides
Autres sections NAF,483254.00,760.00,71,#AAAAAA,"0,5 M€",760 aides
Construction,2351691.00,2408.00,45,#42A5F5,"2,4 M€",2 408 aides
Commerce,1840635.00,2431.00,45,#29B6F6,"1,8 M€",2 431 aides
Autres activités de services,918329.00,1286.00,45,#5E35B1,"0,9 M€",1 286 aides
Industrie manufacturière,819112.00,963.00,45,#AB47BC,"0,8 M€",963 aides
Non connu,690805.00,629.00,45,#AAAAAA,"0,7 M€",629 aides
Hébergement et restauration,634535.00,725.00,45,#26A69A,"0,6 M€",725 aides
Transports et entreposage,382350.00,390.00,45,#26C6DA,"0,4 M€",390 aides
Activités de services administratifs et de soutien,327284.00,522.00,45,#FF7043,"0,3 M€",522 aides
Activités immobilières,294687.00,284.00,45,#FFCA28,"0,3 M€",284 aides
"Activités spécialisées, scientifiques et techniques",240358.00,382.00,45,#FFA726,"0,2 M€",382 aides
Autres sections NAF,555129.00,869.00,45,#AAAAAA,"0,6 M€",869 aides
Commerce,2434101.00,3076.00,92,#29B6F6,"2,4 M€",3 076 aides
Construction,1845809.00,2115.00,92,#42A5F5,"1,8 M€",2 115 aides
Non connu,1618941.00,1538.00,92,#AAAAAA,"1,6 M€",1 538 aides
Transports et entreposage,1468437.00,2274.00,92,#26C6DA,"1,5 M€",2 274 aides
"Activités spécialisées, scientifiques et techniques",1213166.00,1992.00,92,#FFA726,"1,2 M€",1 992 aides
Activités immobilières,1006448.00,1074.00,92,#FFCA28,"1,0 M€",1 074 aides
Autres activités de services,969971.00,1459.00,92,#5E35B1,"1,0 M€",1 459 aides
Information et communication,853734.00,1249.00,92,#66BB6A,"0,9 M€",1 249 aides
Hébergement et restauration,841634.00,913.00,92,#26A69A,"0,8 M€",913 aides
Activités de services administratifs et de soutien,751433.00,1120.00,92,#FF7043,"0,8 M€",1 120 aides
Autres sections NAF,1565012.00,2441.00,92,#AAAAAA,"1,6 M€",2 441 aides
Construction,6101472.00,6997.00,83,#42A5F5,"6,1 M€",6 997 aides
Commerce,4854889.00,6442.00,83,#29B6F6,"4,9 M€",6 442 aides
Hébergement et restauration,2070865.00,2445.00,83,#26A69A,"2,1 M€",2 445 aides
Autres activités de services,1940332.00,3223.00,83,#5E35B1,"1,9 M€",3 223 aides
Industrie manufacturière,1549739.00,2100.00,83,#AB47BC,"1,5 M€",2 100 aides
Activités de services administratifs et de soutien,1201123.00,1894.00,83,#FF7043,"1,2 M€",1 894 aides
Activités immobilières,1029527.00,1144.00,83,#FFCA28,"1,0 M€",1 144 aides
Non connu,1012574.00,995.00,83,#AAAAAA,"1,0 M€",995 aides
"Activités spécialisées, scientifiques et techniques",591891.00,943.00,83,#FFA726,"0,6 M€",943 aides
Transports et entreposage,555003.00,604.00,83,#26C6DA,"0,6 M€",604 aides
Autres sections NAF,1051097.00,1719.00,83,#AAAAAA,"1,1 M€",1 719 aides
Commerce,6463319.00,7681.00,69,#29B6F6,"6,5 M€",7 681 aides
Construction,6013861.00,6184.00,69,#42A5F5,"6,0 M€",6 184 aides
Industrie manufacturière,2433171.00,2853.00,69,#AB47BC,"2,4 M€",2 853 aides
Autres activités de services,2384467.00,3307.00,69,#5E35B1,"2,4 M€",3 307 aides
Hébergement et restauration,2125272.00,2371.00,69,#26A69A,"2,1 M€",2 371 aides
Non connu,2095832.00,1942.00,69,#AAAAAA,"2,1 M€",1 942 aides
Activités de services administratifs et de soutien,1540318.00,2188.00,69,#FF7043,"1,5 M€",2 188 aides
"Activités spécialisées, scientifiques et techniques",1438465.00,2128.00,69,#FFA726,"1,4 M€",2 128 aides
Transports et entreposage,1404381.00,1892.00,69,#26C6DA,"1,4 M€",1 892 aides
Activités immobilières,1383794.00,1451.00,69,#FFCA28,"1,4 M€",1 451 aides
Autres sections NAF,2380576.00,3603.00,69,#AAAAAA,"2,4 M€",3 603 aides
Construction,480905.00,543.00,23,#42A5F5,"0,5 M€",543 aides
Commerce,351055.00,462.00,23,#29B6F6,"0,4 M€",462 aides
Industrie manufacturière,179833.00,269.00,23,#AB47BC,"0,2 M€",269 aides
Autres activités de services,178947.00,246.00,23,#5E35B1,"0,2 M€",246 aides
Hébergement et restauration,166342.00,238.00,23,#26A69A,"0,2 M€",238 aides
Transports et entreposage,65824.00,58.00,23,#26C6DA,"0,1 M€",58 aides
Non connu,50363.00,51.00,23,#AAAAAA,"0,1 M€",51 aides
Activités immobilières,48899.00,52.00,23,#FFCA28,"0,0 M€",52 aides
Activités de services administratifs et de soutien,37535.00,88.00,23,#FF7043,"0,0 M€",88 aides
"Activités spécialisées, scientifiques et techniques",24240.00,43.00,23,#FFA726,"0,0 M€",43 aides
Autres sections NAF,88870.00,163.00,23,#AAAAAA,"0,1 M€",163 aides
Construction,818760.00,907.00,08,#42A5F5,"0,8 M€",907 aides
Commerce,618215.00,886.00,08,#29B6F6,"0,6 M€",886 aides
Industrie manufacturière,375118.00,431.00,08,#AB47BC,"0,4 M€",431 aides
Non connu,354482.00,329.00,08,#AAAAAA,"0,4 M€",329 aides
Autres activités de services,333177.00,526.00,08,#5E35B1,"0,3 M€",526 aides
Hébergement et restauration,282900.00,378.00,08,#26A69A,"0,3 M€",378 aides
Transports et entreposage,119880.00,121.00,08,#26C6DA,"0,1 M€",121 aides
Activités de services administratifs et de soutien,68664.00,139.00,08,#FF7043,"0,1 M€",139 aides
Activités immobilières,67235.00,73.00,08,#FFCA28,"0,1 M€",73 aides
"Activités spécialisées, scientifiques et techniques",61687.00,88.00,08,#FFA726,"0,1 M€",88 aides
Autres sections NAF,175594.00,312.00,08,#AAAAAA,"0,2 M€",312 aides
Construction,3737189.00,3814.00,29,#42A5F5,"3,7 M€",3 814 aides
Commerce,3051751.00,3525.00,29,#29B6F6,"3,1 M€",3 525 aides
Hébergement et restauration,2000568.00,2165.00,29,#26A69A,"2,0 M€",2 165 aides
Autres activités de services,1456929.00,1898.00,29,#5E35B1,"1,5 M€",1 898 aides
Non connu,1451856.00,1344.00,29,#AAAAAA,"1,5 M€",1 344 aides
Industrie manufacturière,1378304.00,1762.00,29,#AB47BC,"1,4 M€",1 762 aides
Activités immobilières,532337.00,547.00,29,#FFCA28,"0,5 M€",547 aides
Transports et entreposage,490868.00,489.00,29,#26C6DA,"0,5 M€",489 aides
Activités de services administratifs et de soutien,357936.00,564.00,29,#FF7043,"0,4 M€",564 aides
"Activités spécialisées, scientifiques et techniques",305161.00,462.00,29,#FFA726,"0,3 M€",462 aides
Autres sections NAF,832789.00,1178.00,29,#AAAAAA,"0,8 M€",1 178 aides
Commerce,2009282.00,2597.00,57,#29B6F6,"2,0 M€",2 597 aides
Construction,1899029.00,2168.00,57,#42A5F5,"1,9 M€",2 168 aides
Autres activités de services,1201669.00,1847.00,57,#5E35B1,"1,2 M€",1 847 aides
Hébergement et restauration,801933.00,908.00,57,#26A69A,"0,8 M€",908 aides
Industrie manufacturière,733596.00,872.00,57,#AB47BC,"0,7 M€",872 aides
Non connu,529049.00,504.00,57,#AAAAAA,"0,5 M€",504 aides
Transports et entreposage,346691.00,339.00,57,#26C6DA,"0,3 M€",339 aides
Activités de services administratifs et de soutien,273564.00,436.00,57,#FF7043,"0,3 M€",436 aides
Activités immobilières,252888.00,252.00,57,#FFCA28,"0,3 M€",252 aides
"Activités spécialisées, scientifiques et techniques",232150.00,395.00,57,#FFA726,"0,2 M€",395 aides
Autres sections NAF,568479.00,919.00,57,#AAAAAA,"0,6 M€",919 aides
Commerce,6537686.00,8032.00,75,#29B6F6,"6,5 M€",8 032 aides
Non connu,4494811.00,4238.00,75,#AAAAAA,"4,5 M€",4 238 aides
"Activités spécialisées, scientifiques et techniques",3502492.00,5772.00,75,#FFA726,"3,5 M€",5 772 aides
Hébergement et restauration,3145779.00,3304.00,75,#26A69A,"3,1 M€",3 304 aides
Information et communication,2391210.00,3513.00,75,#66BB6A,"2,4 M€",3 513 aides
Autres activités de services,2155171.00,3132.00,75,#5E35B1,"2,2 M€",3 132 aides
Construction,2104038.00,2464.00,75,#42A5F5,"2,1 M€",2 464 aides
Activités immobilières,2085266.00,2129.00,75,#FFCA28,"2,1 M€",2 129 aides
Industrie manufacturière,1821055.00,2548.00,75,#AB47BC,"1,8 M€",2 548 aides
Activités de services administratifs et de soutien,1578649.00,2277.00,75,#FF7043,"1,6 M€",2 277 aides
Autres sections NAF,3946919.00,6432.00,75,#AAAAAA,"3,9 M€",6 432 aides
Construction,4395715.00,4373.00,74,#42A5F5,"4,4 M€",4 373 aides
Commerce,3417265.00,3799.00,74,#29B6F6,"3,4 M€",3 799 aides
Hébergement et restauration,2316322.00,2430.00,74,#26A69A,"2,3 M€",2 430 aides
Autres activités de services,1489360.00,2126.00,74,#5E35B1,"1,5 M€",2 126 aides
Industrie manufacturière,1381026.00,1594.00,74,#AB47BC,"1,4 M€",1 594 aides
Activités immobilières,1044385.00,1050.00,74,#FFCA28,"1,0 M€",1 050 aides
Activités de services administratifs et de soutien,974129.00,1312.00,74,#FF7043,"1,0 M€",1 312 aides
Non connu,812311.00,759.00,74,#AAAAAA,"0,8 M€",759 aides
"Activités spécialisées, scientifiques et techniques",496455.00,776.00,74,#FFA726,"0,5 M€",776 aides
Transports et entreposage,439248.00,454.00,74,#26C6DA,"0,4 M€",454 aides
Autres sections NAF,1074543.00,1650.00,74,#AAAAAA,"1,1 M€",1 650 aides
Construction,1675052.00,1694.00,72,#42A5F5,"1,7 M€",1 694 aides
Commerce,1557619.00,1861.00,72,#29B6F6,"1,6 M€",1 861 aides
Autres activités de services,839634.00,1082.00,72,#5E35B1,"0,8 M€",1 082 aides
Industrie manufacturière,806709.00,888.00,72,#AB47BC,"0,8 M€",888 aides
Hébergement et restauration,754162.00,825.00,72,#26A69A,"0,8 M€",825 aides
Non connu,627872.00,586.00,72,#AAAAAA,"0,6 M€",586 aides
Activités immobilières,287243.00,302.00,72,#FFCA28,"0,3 M€",302 aides
Transports et entreposage,274020.00,268.00,72,#26C6DA,"0,3 M€",268 aides
Activités de services administratifs et de soutien,189410.00,254.00,72,#FF7043,"0,2 M€",254 aides
"Activités spécialisées, scientifiques et techniques",184576.00,255.00,72,#FFA726,"0,2 M€",255 aides
Autres sections NAF,517303.00,719.00,72,#AAAAAA,"0,5 M€",719 aides
Construction,2169419.00,2530.00,66,#42A5F5,"2,2 M€",2 530 aides
Commerce,1683400.00,2356.00,66,#29B6F6,"1,7 M€",2 356 aides
Hébergement et restauration,828171.00,1023.00,66,#26A69A,"0,8 M€",1 023 aides
Autres activités de services,752588.00,1206.00,66,#5E35B1,"0,8 M€",1 206 aides
Industrie manufacturière,562615.00,743.00,66,#AB47BC,"0,6 M€",743 aides
Non connu,427402.00,432.00,66,#AAAAAA,"0,4 M€",432 aides
Activités immobilières,413098.00,510.00,66,#FFCA28,"0,4 M€",510 aides
Activités de services administratifs et de soutien,281105.00,496.00,66,#FF7043,"0,3 M€",496 aides
Transports et entreposage,190884.00,210.00,66,#26C6DA,"0,2 M€",210 aides
"Activités spécialisées, scientifiques et techniques",179305.00,284.00,66,#FFA726,"0,2 M€",284 aides
Autres sections NAF,467647.00,720.00,66,#AAAAAA,"0,5 M€",720 aides
Construction,1315097.00,1344.00,61,#42A5F5,"1,3 M€",1 344 aides
Commerce,1119754.00,1324.00,61,#29B6F6,"1,1 M€",1 324 aides
Hébergement et restauration,509408.00,585.00,61,#26A69A,"0,5 M€",585 aides
Industrie manufacturière,499950.00,557.00,61,#AB47BC,"0,5 M€",557 aides
Autres activités de services,454612.00,612.00,61,#5E35B1,"0,5 M€",612 aides
Non connu,190215.00,179.00,61,#AAAAAA,"0,2 M€",179 aides
Transports et entreposage,129088.00,120.00,61,#26C6DA,"0,1 M€",120 aides
Activités immobilières,121375.00,129.00,61,#FFCA28,"0,1 M€",129 aides
Activités de services administratifs et de soutien,109521.00,177.00,61,#FF7043,"0,1 M€",177 aides
"Activités spécialisées, scientifiques et techniques",81891.00,125.00,61,#FFA726,"0,1 M€",125 aides
Autres sections NAF,289361.00,419.00,61,#AAAAAA,"0,3 M€",419 aides
Construction,2446543.00,2741.00,24,#42A5F5,"2,4 M€",2 741 aides
Commerce,1758291.00,2404.00,24,#29B6F6,"1,8 M€",2 404 aides
Hébergement et restauration,999582.00,1388.00,24,#26A69A,"1,0 M€",1 388 aides
Autres activités de services,800235.00,1241.00,24,#5E35B1,"0,8 M€",1 241 aides
Industrie manufacturière,799731.00,1055.00,24,#AB47BC,"0,8 M€",1 055 aides
Non connu,356632.00,358.00,24,#AAAAAA,"0,4 M€",358 aides
Activités de services administratifs et de soutien,265822.00,509.00,24,#FF7043,"0,3 M€",509 aides
Activités immobilières,245922.00,313.00,24,#FFCA28,"0,2 M€",313 aides
Transports et entreposage,228085.00,230.00,24,#26C6DA,"0,2 M€",230 aides
"Activités spécialisées, scientifiques et techniques",150420.00,253.00,24,#FFA726,"0,2 M€",253 aides
Autres sections NAF,441649.00,673.00,24,#AAAAAA,"0,4 M€",673 aides
Construction,1328177.00,1326.00,89,#42A5F5,"1,3 M€",1 326 aides
Commerce,990000.00,1276.00,89,#29B6F6,"1,0 M€",1 276 aides
Industrie manufacturière,452676.00,537.00,89,#AB47BC,"0,5 M€",537 aides
Hébergement et restauration,450439.00,529.00,89,#26A69A,"0,5 M€",529 aides
Autres activités de services,437537.00,600.00,89,#5E35B1,"0,4 M€",600 aides
Non connu,384723.00,350.00,89,#AAAAAA,"0,4 M€",350 aides
Transports et entreposage,180172.00,175.00,89,#26C6DA,"0,2 M€",175 aides
Activités immobilières,175279.00,188.00,89,#FFCA28,"0,2 M€",188 aides
Activités de services administratifs et de soutien,143758.00,215.00,89,#FF7043,"0,1 M€",215 aides
"Activités spécialisées, scientifiques et techniques",81057.00,134.00,89,#FFA726,"0,1 M€",134 aides
Autres sections NAF,275188.00,442.00,89,#AAAAAA,"0,3 M€",442 aides
Construction,3853094.00,4069.00,17,#42A5F5,"3,9 M€",4 069 aides
Commerce,3280451.00,4073.00,17,#29B6F6,"3,3 M€",4 073 aides
Hébergement et restauration,1539631.00,1778.00,17,#26A69A,"1,5 M€",1 778 aides
Autres activités de services,1249759.00,1807.00,17,#5E35B1,"1,2 M€",1 807 aides
Industrie manufacturière,1245578.00,1576.00,17,#AB47BC,"1,2 M€",1 576 aides
Non connu,777203.00,771.00,17,#AAAAAA,"0,8 M€",771 aides
Activités immobilières,733799.00,800.00,17,#FFCA28,"0,7 M€",800 aides
Activités de services administratifs et de soutien,412911.00,649.00,17,#FF7043,"0,4 M€",649 aides
Transports et entreposage,319015.00,321.00,17,#26C6DA,"0,3 M€",321 aides
"Activités spécialisées, scientifiques et techniques",313018.00,484.00,17,#FFA726,"0,3 M€",484 aides
Autres sections NAF,804114.00,1279.00,17,#AAAAAA,"0,8 M€",1 279 aides
Construction,1272430.00,1298.00,43,#42A5F5,"1,3 M€",1 298 aides
Commerce,1008727.00,1174.00,43,#29B6F6,"1,0 M€",1 174 aides
