mois,nombre_demandes_deposees,nombre_heures_demandees,nombre_salaries_concernes,libelle,reg,color,nombre_demandes_deposees_fr,nombre_heures_demandees_fr,nombre_salaries_concernes_fr
2020-09,600.0,121700.0,2475.0,Commerce,24,#006064,600 demandes,121 700 heures,2 475 salariés
2020-10,1875.0,142300.0,6150.0,Commerce,24,#006064,1 875 demandes,142 300 heures,6 150 salariés
2020-11,3915.0,1242780.0,16190.0,Commerce,24,#006064,3 915 demandes,1 242 780 heures,16 190 salariés
2020-12,1645.0,359385.0,6160.0,Commerce,24,#006064,1 645 demandes,359 385 heures,6 160 salariés
2021-01,875.0,155025.0,3020.0,Commerce,24,#006064,875 demandes,155 025 heures,3 020 salariés
2020-03,3840.0,1195175.0,32515.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,3 840 demandes,1 195 175 heures,32 515 salariés
2020-04,4675.0,2907380.0,36625.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,4 675 demandes,2 907 380 heures,36 625 salariés
2020-05,4210.0,1465535.0,28570.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,4 210 demandes,1 465 535 heures,28 570 salariés
2020-06,2085.0,592940.0,10580.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,2 085 demandes,592 940 heures,10 580 salariés
2020-07,1245.0,315950.0,5625.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,1 245 demandes,315 950 heures,5 625 salariés
2020-08,820.0,158395.0,3120.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,820 demandes,158 395 heures,3 120 salariés
2020-09,715.0,148315.0,2695.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,715 demandes,148 315 heures,2 695 salariés
2020-10,685.0,122925.0,2685.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,685 demandes,122 925 heures,2 685 salariés
2020-11,1215.0,324210.0,5200.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,1 215 demandes,324 210 heures,5 200 salariés
2020-12,950.0,243435.0,3770.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,950 demandes,243 435 heures,3 770 salariés
2021-01,505.0,127820.0,1920.0,Act. scientif. et tech. ; services admin. et de soutien,24,#FF8F00,505 demandes,127 820 heures,1 920 salariés
2020-03,3850.0,624800.0,13340.0,Autres activités de services,24,#F4511E,3 850 demandes,624 800 heures,13 340 salariés
2020-04,4590.0,1614385.0,16725.0,Autres activités de services,24,#F4511E,4 590 demandes,1 614 385 heures,16 725 salariés
2020-05,4435.0,858300.0,15925.0,Autres activités de services,24,#F4511E,4 435 demandes,858 300 heures,15 925 salariés
2020-06,2105.0,384200.0,7415.0,Autres activités de services,24,#F4511E,2 105 demandes,384 200 heures,7 415 salariés
2020-07,1075.0,171790.0,3380.0,Autres activités de services,24,#F4511E,1 075 demandes,171 790 heures,3 380 salariés
2020-08,575.0,84500.0,1710.0,Autres activités de services,24,#F4511E,575 demandes,84 500 heures,1 710 salariés
2020-09,500.0,79575.0,1545.0,Autres activités de services,24,#F4511E,500 demandes,79 575 heures,1 545 salariés
2020-10,1985.0,138675.0,5730.0,Autres activités de services,24,#F4511E,1 985 demandes,138 675 heures,5 730 salariés
2020-11,3810.0,951175.0,12030.0,Autres activités de services,24,#F4511E,3 810 demandes,951 175 heures,12 030 salariés
2020-12,2105.0,423605.0,7115.0,Autres activités de services,24,#F4511E,2 105 demandes,423 605 heures,7 115 salariés
2021-01,1480.0,279060.0,5125.0,Autres activités de services,24,#F4511E,1 480 demandes,279 060 heures,5 125 salariés
2020-03,1730.0,1086870.0,24390.0,Fabrication d'autres produits indus.,24,#5C6BC0,1 730 demandes,1 086 870 heures,24 390 salariés
2020-04,1995.0,2677835.0,31200.0,Fabrication d'autres produits indus.,24,#5C6BC0,1 995 demandes,2 677 835 heures,31 200 salariés
2020-05,1890.0,1350505.0,24775.0,Fabrication d'autres produits indus.,24,#5C6BC0,1 890 demandes,1 350 505 heures,24 775 salariés
2020-06,1090.0,747380.0,14065.0,Fabrication d'autres produits indus.,24,#5C6BC0,1 090 demandes,747 380 heures,14 065 salariés
2020-07,705.0,461015.0,8950.0,Fabrication d'autres produits indus.,24,#5C6BC0,705 demandes,461 015 heures,8 950 salariés
2020-08,415.0,162110.0,4495.0,Fabrication d'autres produits indus.,24,#5C6BC0,415 demandes,162 110 heures,4 495 salariés
2020-09,505.0,336195.0,6775.0,Fabrication d'autres produits indus.,24,#5C6BC0,505 demandes,336 195 heures,6 775 salariés
2020-10,410.0,262475.0,5585.0,Fabrication d'autres produits indus.,24,#5C6BC0,410 demandes,262 475 heures,5 585 salariés
2020-11,570.0,271020.0,6020.0,Fabrication d'autres produits indus.,24,#5C6BC0,570 demandes,271 020 heures,6 020 salariés
2020-12,495.0,244340.0,5570.0,Fabrication d'autres produits indus.,24,#5C6BC0,495 demandes,244 340 heures,5 570 salariés
2021-01,270.0,114925.0,2605.0,Fabrication d'autres produits indus.,24,#5C6BC0,270 demandes,114 925 heures,2 605 salariés
2020-03,6575.0,2127145.0,52420.0,Autres sections NACE 17,24,#AAAAAA,6 575 demandes,2 127 145 heures,52 420 salariés
2020-04,8165.0,5545760.0,69880.0,Autres sections NACE 17,24,#AAAAAA,8 165 demandes,5 545 760 heures,69 880 salariés
2020-05,7940.0,3065940.0,61135.0,Autres sections NACE 17,24,#AAAAAA,7 940 demandes,3 065 940 heures,61 135 salariés
2020-06,3570.0,1267135.0,26920.0,Autres sections NACE 17,24,#AAAAAA,3 570 demandes,1 267 135 heures,26 920 salariés
2020-07,1940.0,617450.0,13900.0,Autres sections NACE 17,24,#AAAAAA,1 940 demandes,617 450 heures,13 900 salariés
2020-08,1085.0,250665.0,6845.0,Autres sections NACE 17,24,#AAAAAA,1 085 demandes,250 665 heures,6 845 salariés
2020-09,895.0,320325.0,7790.0,Autres sections NACE 17,24,#AAAAAA,895 demandes,320 325 heures,7 790 salariés
2020-10,975.0,259820.0,6830.0,Autres sections NACE 17,24,#AAAAAA,975 demandes,259 820 heures,6 830 salariés
2020-11,2430.0,690045.0,11545.0,Autres sections NACE 17,24,#AAAAAA,2 430 demandes,690 045 heures,11 545 salariés
2020-12,1570.0,409155.0,7840.0,Autres sections NACE 17,24,#AAAAAA,1 570 demandes,409 155 heures,7 840 salariés
2021-01,740.0,170655.0,2915.0,Autres sections NACE 17,24,#AAAAAA,740 demandes,170 655 heures,2 915 salariés
2020-03,1325.0,322850.0,5315.0,Hébergement et restauration,94,#388E3C,1 325 demandes,322 850 heures,5 315 salariés
2020-04,1500.0,821070.0,5935.0,Hébergement et restauration,94,#388E3C,1 500 demandes,821 070 heures,5 935 salariés
2020-05,1495.0,655455.0,5855.0,Hébergement et restauration,94,#388E3C,1 495 demandes,655 455 heures,5 855 salariés
2020-06,1185.0,382815.0,4725.0,Hébergement et restauration,94,#388E3C,1 185 demandes,382 815 heures,4 725 salariés
2020-07,860.0,216495.0,3140.0,Hébergement et restauration,94,#388E3C,860 demandes,216 495 heures,3 140 salariés
2020-08,495.0,102830.0,1465.0,Hébergement et restauration,94,#388E3C,495 demandes,102 830 heures,1 465 salariés
2020-09,670.0,145225.0,2155.0,Hébergement et restauration,94,#388E3C,670 demandes,145 225 heures,2 155 salariés
2020-10,950.0,188010.0,3425.0,Hébergement et restauration,94,#388E3C,950 demandes,188 010 heures,3 425 salariés
2020-11,1275.0,482005.0,4480.0,Hébergement et restauration,94,#388E3C,1 275 demandes,482 005 heures,4 480 salariés
2020-12,1250.0,552850.0,4435.0,Hébergement et restauration,94,#388E3C,1 250 demandes,552 850 heures,4 435 salariés
2021-01,930.0,343140.0,3155.0,Hébergement et restauration,94,#388E3C,930 demandes,343 140 heures,3 155 salariés
2020-03,1870.0,419470.0,7750.0,Commerce,94,#006064,1 870 demandes,419 470 heures,7 750 salariés
2020-04,2080.0,1073145.0,9060.0,Commerce,94,#006064,2 080 demandes,1 073 145 heures,9 060 salariés
2020-05,2045.0,515415.0,7985.0,Commerce,94,#006064,2 045 demandes,515 415 heures,7 985 salariés
2020-06,1015.0,197530.0,2785.0,Commerce,94,#006064,1 015 demandes,197 530 heures,2 785 salariés
2020-07,570.0,93185.0,1430.0,Commerce,94,#006064,570 demandes,93 185 heures,1 430 salariés
2020-08,310.0,51955.0,720.0,Commerce,94,#006064,310 demandes,51 955 heures,720 salariés
2020-09,285.0,48570.0,695.0,Commerce,94,#006064,285 demandes,48 570 heures,695 salariés
2020-10,530.0,51895.0,1315.0,Commerce,94,#006064,530 demandes,51 895 heures,1 315 salariés
2020-11,1160.0,361875.0,4135.0,Commerce,94,#006064,1 160 demandes,361 875 heures,4 135 salariés
2020-12,565.0,148085.0,1835.0,Commerce,94,#006064,565 demandes,148 085 heures,1 835 salariés
2021-01,405.0,94330.0,1450.0,Commerce,94,#006064,405 demandes,94 330 heures,1 450 salariés
2020-03,915.0,180725.0,3980.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,915 demandes,180 725 heures,3 980 salariés
2020-04,1060.0,494400.0,4895.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,1 060 demandes,494 400 heures,4 895 salariés
2020-05,965.0,273495.0,4025.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,965 demandes,273 495 heures,4 025 salariés
2020-06,510.0,132955.0,1825.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,510 demandes,132 955 heures,1 825 salariés
2020-07,320.0,78190.0,955.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,320 demandes,78 190 heures,955 salariés
2020-08,205.0,50585.0,635.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,205 demandes,50 585 heures,635 salariés
2020-09,205.0,49375.0,635.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,205 demandes,49 375 heures,635 salariés
2020-10,195.0,40565.0,570.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,195 demandes,40 565 heures,570 salariés
2020-11,340.0,99835.0,1295.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,340 demandes,99 835 heures,1 295 salariés
2020-12,315.0,93105.0,1140.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,315 demandes,93 105 heures,1 140 salariés
2021-01,205.0,55085.0,735.0,Act. scientif. et tech. ; services admin. et de soutien,94,#FF8F00,205 demandes,55 085 heures,735 salariés
2020-03,595.0,112210.0,2050.0,Autres activités de services,94,#F4511E,595 demandes,112 210 heures,2 050 salariés
2020-04,665.0,283385.0,2335.0,Autres activités de services,94,#F4511E,665 demandes,283 385 heures,2 335 salariés
2020-05,655.0,162035.0,2270.0,Autres activités de services,94,#F4511E,655 demandes,162 035 heures,2 270 salariés
2020-06,340.0,82380.0,1120.0,Autres activités de services,94,#F4511E,340 demandes,82 380 heures,1 120 salariés
2020-07,220.0,48885.0,680.0,Autres activités de services,94,#F4511E,220 demandes,48 885 heures,680 salariés
2020-08,130.0,30170.0,350.0,Autres activités de services,94,#F4511E,130 demandes,30 170 heures,350 salariés
2020-09,150.0,27925.0,370.0,Autres activités de services,94,#F4511E,150 demandes,27 925 heures,370 salariés
2020-10,290.0,34285.0,850.0,Autres activités de services,94,#F4511E,290 demandes,34 285 heures,850 salariés
2020-11,515.0,143565.0,1465.0,Autres activités de services,94,#F4511E,515 demandes,143 565 heures,1 465 salariés
2020-12,315.0,80570.0,905.0,Autres activités de services,94,#F4511E,315 demandes,80 570 heures,905 salariés
2021-01,195.0,53265.0,680.0,Autres activités de services,94,#F4511E,195 demandes,53 265 heures,680 salariés
2020-03,230.0,51310.0,950.0,Fabrication d'autres produits indus.,94,#5C6BC0,230 demandes,51 310 heures,950 salariés
2020-04,260.0,125215.0,1050.0,Fabrication d'autres produits indus.,94,#5C6BC0,260 demandes,125 215 heures,1 050 salariés
2020-05,215.0,49075.0,705.0,Fabrication d'autres produits indus.,94,#5C6BC0,215 demandes,49 075 heures,705 salariés
2020-06,105.0,21985.0,270.0,Fabrication d'autres produits indus.,94,#5C6BC0,105 demandes,21 985 heures,270 salariés
2020-07,65.0,15585.0,195.0,Fabrication d'autres produits indus.,94,#5C6BC0,65 demandes,15 585 heures,195 salariés
2020-08,30.0,3715.0,80.0,Fabrication d'autres produits indus.,94,#5C6BC0,30 demandes,3 715 heures,80 salariés
2020-09,35.0,9870.0,115.0,Fabrication d'autres produits indus.,94,#5C6BC0,35 demandes,9 870 heures,115 salariés
2020-10,35.0,9685.0,140.0,Fabrication d'autres produits indus.,94,#5C6BC0,35 demandes,9 685 heures,140 salariés
2020-11,75.0,19155.0,230.0,Fabrication d'autres produits indus.,94,#5C6BC0,75 demandes,19 155 heures,230 salariés
2020-12,55.0,14295.0,190.0,Fabrication d'autres produits indus.,94,#5C6BC0,55 demandes,14 295 heures,190 salariés
2021-01,35.0,10150.0,130.0,Fabrication d'autres produits indus.,94,#5C6BC0,35 demandes,10 150 heures,130 salariés
2020-03,1565.0,339145.0,7405.0,Autres sections NACE 17,94,#AAAAAA,1 565 demandes,339 145 heures,7 405 salariés
2020-04,1875.0,987320.0,9780.0,Autres sections NACE 17,94,#AAAAAA,1 875 demandes,987 320 heures,9 780 salariés
2020-05,1815.0,666780.0,9045.0,Autres sections NACE 17,94,#AAAAAA,1 815 demandes,666 780 heures,9 045 salariés
2020-06,1025.0,323180.0,4850.0,Autres sections NACE 17,94,#AAAAAA,1 025 demandes,323 180 heures,4 850 salariés
2020-07,565.0,127020.0,2030.0,Autres sections NACE 17,94,#AAAAAA,565 demandes,127 020 heures,2 030 salariés
2020-08,340.0,73765.0,1230.0,Autres sections NACE 17,94,#AAAAAA,340 demandes,73 765 heures,1 230 salariés
2020-09,310.0,70920.0,1210.0,Autres sections NACE 17,94,#AAAAAA,310 demandes,70 920 heures,1 210 salariés
2020-10,315.0,66295.0,1170.0,Autres sections NACE 17,94,#AAAAAA,315 demandes,66 295 heures,1 170 salariés
2020-11,670.0,202665.0,2805.0,Autres sections NACE 17,94,#AAAAAA,670 demandes,202 665 heures,2 805 salariés
2020-12,560.0,160080.0,2160.0,Autres sections NACE 17,94,#AAAAAA,560 demandes,160 080 heures,2 160 salariés
2021-01,350.0,100845.0,1365.0,Autres sections NACE 17,94,#AAAAAA,350 demandes,100 845 heures,1 365 salariés
2020-03,10025.0,3201090.0,59225.0,Hébergement et restauration,44,#388E3C,10 025 demandes,3 201 090 heures,59 225 salariés
2020-04,10575.0,7705865.0,64105.0,Hébergement et restauration,44,#388E3C,10 575 demandes,7 705 865 heures,64 105 salariés
2020-05,10145.0,5653310.0,60710.0,Hébergement et restauration,44,#388E3C,10 145 demandes,5 653 310 heures,60 710 salariés
2020-06,7045.0,2386130.0,38530.0,Hébergement et restauration,44,#388E3C,7 045 demandes,2 386 130 heures,38 530 salariés
2020-07,4920.0,1341770.0,22415.0,Hébergement et restauration,44,#388E3C,4 920 demandes,1 341 770 heures,22 415 salariés
2020-08,3560.0,771760.0,14595.0,Hébergement et restauration,44,#388E3C,3 560 demandes,771 760 heures,14 595 salariés
2020-09,3840.0,807695.0,16100.0,Hébergement et restauration,44,#388E3C,3 840 demandes,807 695 heures,16 100 salariés
2020-10,7070.0,1165425.0,34830.0,Hébergement et restauration,44,#388E3C,7 070 demandes,1 165 425 heures,34 830 salariés
2020-11,9290.0,4959335.0,52305.0,Hébergement et restauration,44,#388E3C,9 290 demandes,4 959 335 heures,52 305 salariés
2020-12,9695.0,5296275.0,51805.0,Hébergement et restauration,44,#388E3C,9 695 demandes,5 296 275 heures,51 805 salariés
2021-01,6510.0,3373380.0,34905.0,Hébergement et restauration,44,#388E3C,6 510 demandes,3 373 380 heures,34 905 salariés
2020-03,19185.0,5011395.0,98100.0,Commerce,44,#006064,19 185 demandes,5 011 395 heures,98 100 salariés
2020-04,21700.0,12971480.0,121110.0,Commerce,44,#006064,21 700 demandes,12 971 480 heures,121 110 salariés
2020-05,20260.0,5330250.0,99630.0,Commerce,44,#006064,20 260 demandes,5 330 250 heures,99 630 salariés
2020-06,8170.0,1550760.0,29710.0,Commerce,44,#006064,8 170 demandes,1 550 760 heures,29 710 salariés
2020-07,4030.0,679235.0,13320.0,Commerce,44,#006064,4 030 demandes,679 235 heures,13 320 salariés
2020-08,2270.0,319910.0,6890.0,Commerce,44,#006064,2 270 demandes,319 910 heures,6 890 salariés
2020-09,2030.0,328045.0,6905.0,Commerce,44,#006064,2 030 demandes,328 045 heures,6 905 salariés
2020-10,5300.0,399940.0,17570.0,Commerce,44,#006064,5 300 demandes,399 940 heures,17 570 salariés
2020-11,10260.0,3282715.0,42855.0,Commerce,44,#006064,10 260 demandes,3 282 715 heures,42 855 salariés
2020-12,4690.0,977315.0,16605.0,Commerce,44,#006064,4 690 demandes,977 315 heures,16 605 salariés
2021-01,2785.0,494610.0,8830.0,Commerce,44,#006064,2 785 demandes,494 610 heures,8 830 salariés
2020-03,8970.0,2951335.0,77525.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,8 970 demandes,2 951 335 heures,77 525 salariés
2020-04,10720.0,6739360.0,87110.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,10 720 demandes,6 739 360 heures,87 110 salariés
2020-05,9650.0,3593880.0,67770.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,9 650 demandes,3 593 880 heures,67 770 salariés
2020-06,4785.0,1518855.0,26560.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,4 785 demandes,1 518 855 heures,26 560 salariés
2020-07,3005.0,864865.0,15925.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,3 005 demandes,864 865 heures,15 925 salariés
2020-08,2130.0,485365.0,8925.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,2 130 demandes,485 365 heures,8 925 salariés
2020-09,1945.0,501915.0,9225.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,1 945 demandes,501 915 heures,9 225 salariés
2020-10,1805.0,386655.0,7885.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,1 805 demandes,386 655 heures,7 885 salariés
2020-11,2980.0,875745.0,14570.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,2 980 demandes,875 745 heures,14 570 salariés
2020-12,2350.0,627205.0,9875.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,2 350 demandes,627 205 heures,9 875 salariés
2021-01,1175.0,321810.0,5015.0,Act. scientif. et tech. ; services admin. et de soutien,44,#FF8F00,1 175 demandes,321 810 heures,5 015 salariés
2020-03,7445.0,1467875.0,30585.0,Autres activités de services,44,#F4511E,7 445 demandes,1 467 875 heures,30 585 salariés
2020-04,8520.0,3609660.0,36440.0,Autres activités de services,44,#F4511E,8 520 demandes,3 609 660 heures,36 440 salariés
2020-05,8165.0,1906720.0,34395.0,Autres activités de services,44,#F4511E,8 165 demandes,1 906 720 heures,34 395 salariés
2020-06,3415.0,859115.0,16030.0,Autres activités de services,44,#F4511E,3 415 demandes,859 115 heures,16 030 salariés
2020-07,1975.0,390000.0,8105.0,Autres activités de services,44,#F4511E,1 975 demandes,390 000 heures,8 105 salariés
2020-08,1175.0,199195.0,4315.0,Autres activités de services,44,#F4511E,1 175 demandes,199 195 heures,4 315 salariés
2020-09,1050.0,191650.0,3925.0,Autres activités de services,44,#F4511E,1 050 demandes,191 650 heures,3 925 salariés
2020-10,4245.0,305420.0,12735.0,Autres activités de services,44,#F4511E,4 245 demandes,305 420 heures,12 735 salariés
2020-11,6855.0,2029175.0,23665.0,Autres activités de services,44,#F4511E,6 855 demandes,2 029 175 heures,23 665 salariés
2020-12,3235.0,853590.0,12780.0,Autres activités de services,44,#F4511E,3 235 demandes,853 590 heures,12 780 salariés
2021-01,2155.0,516340.0,8145.0,Autres activités de services,44,#F4511E,2 155 demandes,516 340 heures,8 145 salariés
2020-03,3940.0,2782230.0,63610.0,Fabrication d'autres produits indus.,44,#5C6BC0,3 940 demandes,2 782 230 heures,63 610 salariés
2020-04,4505.0,6998205.0,79365.0,Fabrication d'autres produits indus.,44,#5C6BC0,4 505 demandes,6 998 205 heures,79 365 salariés
2020-05,4065.0,3140930.0,57280.0,Fabrication d'autres produits indus.,44,#5C6BC0,4 065 demandes,3 140 930 heures,57 280 salariés
2020-06,2315.0,1452680.0,30710.0,Fabrication d'autres produits indus.,44,#5C6BC0,2 315 demandes,1 452 680 heures,30 710 salariés
2020-07,1530.0,806000.0,19125.0,Fabrication d'autres produits indus.,44,#5C6BC0,1 530 demandes,806 000 heures,19 125 salariés
2020-08,955.0,307455.0,8755.0,Fabrication d'autres produits indus.,44,#5C6BC0,955 demandes,307 455 heures,8 755 salariés
2020-09,950.0,446370.0,11630.0,Fabrication d'autres produits indus.,44,#5C6BC0,950 demandes,446 370 heures,11 630 salariés
2020-10,830.0,338780.0,9225.0,Fabrication d'autres produits indus.,44,#5C6BC0,830 demandes,338 780 heures,9 225 salariés
2020-11,1175.0,408180.0,9745.0,Fabrication d'autres produits indus.,44,#5C6BC0,1 175 demandes,408 180 heures,9 745 salariés
2020-12,1010.0,334325.0,7695.0,Fabrication d'autres produits indus.,44,#5C6BC0,1 010 demandes,334 325 heures,7 695 salariés
2021-01,575.0,179090.0,3950.0,Fabrication d'autres produits indus.,44,#5C6BC0,575 demandes,179 090 heures,3 950 salariés
2020-03,16270.0,5858800.0,136760.0,Autres sections NACE 17,44,#AAAAAA,16 270 demandes,5 858 800 heures,136 760 salariés
2020-04,19975.0,14906030.0,178590.0,Autres sections NACE 17,44,#AAAAAA,19 975 demandes,14 906 030 heures,178 590 salariés
2020-05,19180.0,8369130.0,152825.0,Autres sections NACE 17,44,#AAAAAA,19 180 demandes,8 369 130 heures,152 825 salariés
2020-06,8850.0,3506935.0,70280.0,Autres sections NACE 17,44,#AAAAAA,8 850 demandes,3 506 935 heures,70 280 salariés
2020-07,5000.0,1761890.0,37225.0,Autres sections NACE 17,44,#AAAAAA,5 000 demandes,1 761 890 heures,37 225 salariés
2020-08,2885.0,896360.0,18970.0,Autres sections NACE 17,44,#AAAAAA,2 885 demandes,896 360 heures,18 970 salariés
2020-09,2415.0,967630.0,19305.0,Autres sections NACE 17,44,#AAAAAA,2 415 demandes,967 630 heures,19 305 salariés
2020-10,2595.0,793380.0,17505.0,Autres sections NACE 17,44,#AAAAAA,2 595 demandes,793 380 heures,17 505 salariés
2020-11,5985.0,1905750.0,31470.0,Autres sections NACE 17,44,#AAAAAA,5 985 demandes,1 905 750 heures,31 470 salariés
2020-12,4330.0,1294290.0,22210.0,Autres sections NACE 17,44,#AAAAAA,4 330 demandes,1 294 290 heures,22 210 salariés
2021-01,2260.0,726155.0,11690.0,Autres sections NACE 17,44,#AAAAAA,2 260 demandes,726 155 heures,11 690 salariés
2020-03,945.0,330855.0,6530.0,Hébergement et restauration,01,#388E3C,945 demandes,330 855 heures,6 530 salariés
2020-04,1025.0,986365.0,7450.0,Hébergement et restauration,01,#388E3C,1 025 demandes,986 365 heures,7 450 salariés
2020-05,965.0,695375.0,6540.0,Hébergement et restauration,01,#388E3C,965 demandes,695 375 heures,6 540 salariés
2020-06,685.0,450250.0,4355.0,Hébergement et restauration,01,#388E3C,685 demandes,450 250 heures,4 355 salariés
2020-07,550.0,333820.0,3235.0,Hébergement et restauration,01,#388E3C,550 demandes,333 820 heures,3 235 salariés
2020-08,430.0,217565.0,2360.0,Hébergement et restauration,01,#388E3C,430 demandes,217 565 heures,2 360 salariés
2020-09,585.0,227445.0,2765.0,Hébergement et restauration,01,#388E3C,585 demandes,227 445 heures,2 765 salariés
2020-10,560.0,243915.0,2930.0,Hébergement et restauration,01,#388E3C,560 demandes,243 915 heures,2 930 salariés
2020-11,440.0,213530.0,2315.0,Hébergement et restauration,01,#388E3C,440 demandes,213 530 heures,2 315 salariés
2020-12,375.0,164240.0,1950.0,Hébergement et restauration,01,#388E3C,375 demandes,164 240 heures,1 950 salariés
2021-01,125.0,63545.0,765.0,Hébergement et restauration,01,#388E3C,125 demandes,63 545 heures,765 salariés
2020-03,2055.0,427750.0,7900.0,Commerce,01,#006064,2 055 demandes,427 750 heures,7 900 salariés
2020-04,2395.0,1126665.0,9960.0,Commerce,01,#006064,2 395 demandes,1 126 665 heures,9 960 salariés
2020-05,2150.0,431040.0,8425.0,Commerce,01,#006064,2 150 demandes,431 040 heures,8 425 salariés
2020-06,700.0,142805.0,1785.0,Commerce,01,#006064,700 demandes,142 805 heures,1 785 salariés
2020-07,395.0,71700.0,945.0,Commerce,01,#006064,395 demandes,71 700 heures,945 salariés
2020-08,270.0,44085.0,600.0,Commerce,01,#006064,270 demandes,44 085 heures,600 salariés
2020-09,240.0,42210.0,530.0,Commerce,01,#006064,240 demandes,42 210 heures,530 salariés
2020-10,190.0,33625.0,435.0,Commerce,01,#006064,190 demandes,33 625 heures,435 salariés
2020-11,185.0,31375.0,420.0,Commerce,01,#006064,185 demandes,31 375 heures,420 salariés
2020-12,145.0,26270.0,310.0,Commerce,01,#006064,145 demandes,26 270 heures,310 salariés
2021-01,40.0,5700.0,80.0,Commerce,01,#006064,40 demandes,5 700 heures,80 salariés
2020-03,1110.0,239775.0,5185.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,1 110 demandes,239 775 heures,5 185 salariés
2020-04,1420.0,656815.0,6575.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,1 420 demandes,656 815 heures,6 575 salariés
2020-05,1245.0,349320.0,5195.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,1 245 demandes,349 320 heures,5 195 salariés
2020-06,605.0,177355.0,2215.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,605 demandes,177 355 heures,2 215 salariés
2020-07,390.0,112770.0,1460.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,390 demandes,112 770 heures,1 460 salariés
2020-08,275.0,74610.0,1065.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,275 demandes,74 610 heures,1 065 salariés
2020-09,305.0,84070.0,1085.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,305 demandes,84 070 heures,1 085 salariés
2020-10,255.0,72515.0,890.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,255 demandes,72 515 heures,890 salariés
2020-11,240.0,68160.0,830.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,240 demandes,68 160 heures,830 salariés
2020-12,205.0,58960.0,700.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,205 demandes,58 960 heures,700 salariés
2021-01,75.0,20095.0,265.0,Act. scientif. et tech. ; services admin. et de soutien,01,#FF8F00,75 demandes,20 095 heures,265 salariés
2020-03,575.0,104210.0,1940.0,Autres activités de services,01,#F4511E,575 demandes,104 210 heures,1 940 salariés
2020-04,670.0,287095.0,2470.0,Autres activités de services,01,#F4511E,670 demandes,287 095 heures,2 470 salariés
2020-05,610.0,171205.0,2270.0,Autres activités de services,01,#F4511E,610 demandes,171 205 heures,2 270 salariés
2020-06,300.0,89235.0,1180.0,Autres activités de services,01,#F4511E,300 demandes,89 235 heures,1 180 salariés
2020-07,175.0,38115.0,465.0,Autres activités de services,01,#F4511E,175 demandes,38 115 heures,465 salariés
2020-08,120.0,24600.0,315.0,Autres activités de services,01,#F4511E,120 demandes,24 600 heures,315 salariés
2020-09,125.0,24030.0,360.0,Autres activités de services,01,#F4511E,125 demandes,24 030 heures,360 salariés
2020-10,110.0,33035.0,405.0,Autres activités de services,01,#F4511E,110 demandes,33 035 heures,405 salariés
2020-11,110.0,27700.0,300.0,Autres activités de services,01,#F4511E,110 demandes,27 700 heures,300 salariés
